Post URL,Date,Format,Theme,Views,Likes,Comments,Hashtags Used,Caption Length,CTA Present?
https://www.instagram.com/grandeinternationalhospital/p/DKWeH34vxor/,June 1,Image,Lecture,,120,3,2,6,No
